# EOS Table generated on 20120306 from
# HShenEOS_rho220_temp180_ye65_version2.0_20111026_EOSmaker_svn9.h5
# Original table has nrho ntemp nye:    220   180    65
EoSType = ColdTable
Nrho =  2000
RhoMin =   0.161865E-14      RhoMax =   0.158181E-01
HeatCapacity =   0.160000E-02
GammaTh =   0.166667E+01
Kappa =   0.100000E+03
RhoSpacing = Log
 1.13514232E+00 1.98471040E+00 6.34114104E-01
 1.14794170E+00 1.98653110E+00 6.33620257E-01
 1.16087287E+00 1.98836351E+00 6.33112813E-01
 1.17378224E+00 1.99022392E+00 6.32635946E-01
 1.18642932E+00 1.99213702E+00 6.32255041E-01
 1.19919938E+00 1.99406252E+00 6.31859999E-01
 1.21209459E+00 1.99600046E+00 6.31451012E-01
 1.22511634E+00 1.99795095E+00 6.31028287E-01
 1.23830914E+00 1.99990645E+00 6.30600476E-01
 1.25164222E+00 2.00187272E+00 6.30161661E-01
 1.26510610E+00 2.00385193E+00 6.29709688E-01
 1.27870225E+00 2.00584419E+00 6.29244734E-01
 1.29235174E+00 2.00785695E+00 6.28785738E-01
 1.30567867E+00 2.00992422E+00 6.28418563E-01
 1.31913382E+00 2.01200488E+00 6.28038009E-01
 1.33271423E+00 2.01409939E+00 6.27644356E-01
 1.34642167E+00 2.01620785E+00 6.27237789E-01
 1.36025789E+00 2.01833036E+00 6.26818490E-01
 1.37423920E+00 2.02046427E+00 6.26389863E-01
 1.38839389E+00 2.02260503E+00 6.25957140E-01
 1.40268121E+00 2.02476030E+00 6.25512206E-01
 1.41709300E+00 2.02693097E+00 6.25057460E-01
 1.43109140E+00 2.02915917E+00 6.24715506E-01
 1.44521422E+00 2.03140258E+00 6.24360756E-01
 1.45946283E+00 2.03366134E+00 6.23993410E-01
 1.47383860E+00 2.03593559E+00 6.23613659E-01
 1.48834343E+00 2.03822545E+00 6.23221679E-01
 1.50298251E+00 2.04053075E+00 6.22817575E-01
 1.51775336E+00 2.04285197E+00 6.22401606E-01
 1.53266714E+00 2.04518736E+00 6.21976147E-01
 1.54776466E+00 2.04753015E+00 6.21548920E-01
 1.56249010E+00 2.04992341E+00 6.21225015E-01
 1.57727228E+00 2.05233805E+00 6.20904356E-01
 1.59217949E+00 2.05476970E+00 6.20571920E-01
 1.60721311E+00 2.05721851E+00 6.20227876E-01
 1.62237520E+00 2.05968462E+00 6.19872377E-01
 1.63766571E+00 2.06216829E+00 6.19505607E-01
 1.65308740E+00 2.06466959E+00 6.19127700E-01
 1.66864094E+00 2.06718876E+00 6.18738818E-01
 1.68432930E+00 2.06972584E+00 6.18339097E-01
 1.69984615E+00 2.07229987E+00 6.18040873E-01
 1.71545217E+00 2.07488727E+00 6.17781675E-01
 1.73119636E+00 2.07749177E+00 6.17513301E-01
 1.74707005E+00 2.08011530E+00 6.17234045E-01
 1.76307604E+00 2.08275793E+00 6.16944001E-01
 1.77921495E+00 2.08541991E+00 6.16643292E-01
 1.79548813E+00 2.08810146E+00 6.16332028E-01
 1.81189762E+00 2.09080271E+00 6.16010310E-01
